chr,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockSizes,blockStarts,geneID,ReadsCount.input,ReadsCount.IP,log2FoldChange,pvalue,padj
chr16,50348985,50349955,peak_193,656.5156951,+,50348985,50349955,0,2,"64,686","0,284",ADCY7,483,4533,3.045220802,2.24E-199,2.34E-198
chr16,50350405,50350955,peak_194,790.6297841,+,50350405,50350955,0,1,550,0,ADCY7,411,4880,3.472916973,7.32E-240,9.92E-239
chr16,4164805,4165155,peak_195,93.28706797,-,4164805,4165155,0,1,350,0,ADCY9,167,1036,2.133670877,4.27E-29,8.28E-29
chr16,4163805,4164580,peak_196,288.212175,-,4163805,4164580,0,1,775,0,ADCY9,503,2858,2.225786666,4.01E-88,1.74E-87
chr16,4015249,4016849,peak_197,975.2136495,-,4015249,4016849,0,1,1600,0,ADCY9,1109,8325,2.60188533,1.48E-295,2.70E-294
chr4,2930396,2930771,peak_198,320.132765,+,2930396,2930771,0,1,375,0,ADD1,594,3532,2.158531666,9.01E-98,4.27E-97
chr2,70889490,70889640,peak_199,53.26756624,-,70889490,70889640,0,1,150,0,ADD2,120,525,1.999522277,6.40E-17,9.22E-17
chr4,100003193,100009931,peak_200,67.49202495,-,100003193,100009931,0,3,"74,102,92","0,3072,6646",ADH5,235,991,1.68904688,2.96E-21,4.82E-21
chr1,202910159,202910684,peak_201,863.2945182,-,202910159,202910684,0,1,525,0,ADIPOR1,1916,9203,2.20172756,8.55E-262,1.33E-260
chr12,1895130,1895605,peak_202,409.8875535,+,1895130,1895605,0,1,475,0,ADIPOR2,543,3370,2.538782357,6.79E-125,4.09E-124
chr12,1896905,1897330,peak_203,551.1296822,+,1896905,1897330,0,1,425,0,ADIPOR2,795,4631,2.465649135,1.47E-167,1.24E-166
chr10,76468247,76468347,peak_204,32.41384196,+,76468247,76468347,0,1,100,0,ADK,91,325,1.832055854,1.51E-10,1.75E-10
chr11,10328249,10328699,peak_205,106.5076023,+,10328249,10328699,0,1,450,0,ADM,134,854,2.510701812,4.14E-33,8.67E-33
chr22,50921193,50921393,peak_206,38.50861544,+,50921193,50921393,0,1,200,0,ADM2,65,411,2.07090663,2.05E-12,2.56E-12
chr22,50921418,50921868,peak_207,106.2272889,+,50921418,50921868,0,1,450,0,ADM2,100,947,2.700403492,5.03E-33,1.05E-32
chr22,50923743,50923843,peak_208,27.61945212,+,50923743,50923843,0,1,100,0,ADM2,33,233,2.310983848,4.48E-09,4.85E-09
chr20,49510707,49518611,peak_209,497.5334154,-,49510707,49518611,0,2,"342,58","0,7846",ADNP,1041,4668,2.169834957,2.27E-151,1.69E-150
chr20,49510332,49510557,peak_210,133.5551649,-,49510332,49510557,0,1,225,0,ADNP,397,1552,1.863073987,2.58E-41,6.25E-41
chr20,49509982,49510032,peak_211,70.17268933,-,49509982,49510032,0,1,50,0,ADNP,287,1032,1.617371773,4.52E-22,7.51E-22
chr20,49509307,49509932,peak_212,532.4256206,-,49509307,49509932,0,1,625,0,ADNP,1277,5507,2.062144008,6.60E-162,5.30E-161
chr20,49507532,49508832,peak_213,Inf,-,49507532,49508832,0,1,1300,0,ADNP,1601,12910,2.964655222,0,0
chr18,77893541,77894666,peak_214,Inf,+,77893541,77894666,0,1,1125,0,ADNP2,579,9830,3.96764363,0,0
chr18,77894691,77895791,peak_215,345.4122532,+,77894691,77895791,0,1,1100,0,ADNP2,643,3610,2.19863886,2.06E-105,1.05E-104
chr18,77895841,77895916,peak_216,35.27957116,+,77895841,77895916,0,1,75,0,ADNP2,118,481,1.656709564,1.99E-11,2.40E-11
chr18,77895966,77896541,peak_217,238.2801986,+,77895966,77896541,0,1,575,0,ADNP2,300,1849,2.523882479,5.08E-73,1.86E-72
chr18,77896591,77897041,peak_218,140.0547533,+,77896591,77897041,0,1,450,0,ADNP2,81,750,3.266319768,2.77E-43,6.91E-43
chr18,77897216,77897266,peak_219,20.39525672,+,77897216,77897266,0,1,50,0,ADNP2,10,91,3.121815645,7.20E-07,7.25E-07
chr10,64564865,64565965,peak_220,595.7083194,+,64564865,64565965,0,1,1100,0,ADO,465,4970,2.88788714,5.12E-181,4.72E-180
chr1,203134839,203134964,peak_221,27.87828717,+,203134839,203134964,0,1,125,0,ADORA1,22,188,2.647522499,3.73E-09,4.05E-09
chr15,73043832,73045107,peak_222,1007.178834,-,73043832,73045107,0,1,1275,0,ADPGK,835,7023,2.992894362,3.37E-305,6.44E-304
chr1,36558118,36559342,peak_223,264.6828286,+,36558118,36559342,0,2,"5,645","0,579",ADPRHL2,308,2297,2.579547139,5.24E-81,2.10E-80
chr5,159343789,159344089,peak_224,59.6815366,+,159343789,159344089,0,1,300,0,ADRA1B,111,671,2.068484979,7.07E-19,1.08E-18
chr5,159344489,159398963,peak_225,160.429505,+,159344489,159398963,0,2,"372,78","0,54396",ADRA1B,88,1044,3.267812751,1.86E-49,5.08E-49
chr4,3768520,3768895,peak_226,98.94239398,+,3768520,3768895,0,1,375,0,ADRA2C,142,1021,2.290858873,8.17E-31,1.64E-30
chr4,3769570,3769870,peak_227,77.69676048,+,3769570,3769870,0,1,300,0,ADRA2C,117,836,2.279596585,2.33E-24,4.08E-24
chr4,3769995,3770245,peak_228,69.75577536,+,3769995,3770245,0,1,250,0,ADRA2C,218,891,1.791128729,6.05E-22,1.00E-21
chr5,148206630,148207755,peak_229,219.796908,+,148206630,148207755,0,1,1125,0,ADRB2,121,1315,3.325651925,1.99E-67,6.83E-67
chr5,148207930,148208197,peak_230,68.80094961,+,148207930,148208197,0,1,267,0,ADRB2,27,345,3.605269991,1.18E-21,1.94E-21
chr1,244572743,244574591,peak_231,93.15491901,-,244572743,244574591,0,2,"197,3","0,1845",ADSS,357,1147,1.736535387,4.68E-29,9.07E-29
chr12,19593182,19615521,peak_232,47.89952983,+,19593182,19615521,0,2,"122,78","0,22261",AEBP2,204,813,1.507840995,2.77E-15,3.81E-15
chr15,89169664,89169839,peak_233,61.39627888,+,89169664,89169839,0,1,175,0,AEN,257,1067,1.530427287,2.13E-19,3.30E-19
chr15,89172640,89173621,peak_234,124.2194113,+,89172640,89173621,0,2,"17,333","0,648",AEN,548,2336,1.564836959,1.75E-38,4.04E-38
chr19,3062220,3062320,peak_235,68.13909978,-,3062220,3062320,0,1,100,0,AES,437,1523,1.321027017,1.88E-21,3.08E-21
chr4,7764814,7770666,peak_236,Inf,-,7764814,7770666,0,2,"704,96","0,5756",AFAP1,1210,13483,3.289132609,0,0
chr4,7764464,7764664,peak_237,51.10250009,-,7764464,7764664,0,1,200,0,AFAP1,145,650,1.783661205,2.92E-16,4.14E-16
chr4,7763764,7764064,peak_238,189.2839238,-,7763764,7764064,0,1,300,0,AFAP1,701,2551,1.726202905,3.43E-58,1.05E-57
chr4,87967938,88005313,peak_239,565.3332088,+,87967938,88005313,0,2,"808,42","0,37333",AFF1,593,4272,2.706592625,7.58E-172,6.57E-171
chr4,88035636,88035686,peak_240,27.3707438,+,88035636,88035686,0,1,50,0,AFF1,113,474,1.503255843,5.34E-09,5.76E-09
chr4,88035836,88047378,peak_241,694.4225518,+,88035836,88047378,0,3,"615,107,128","0,10352,11414",AFF1,898,6505,2.482804683,8.07E-211,9.08E-210
chr4,88055812,88057272,peak_242,426.2530242,+,88055812,88057272,0,2,"34,541","0,919",AFF1,287,2595,3.138958772,7.71E-130,4.84E-129
chr4,88057297,88057747,peak_243,101.7964053,+,88057297,88057747,0,1,450,0,AFF1,156,835,2.324082951,1.11E-31,2.27E-31
chr2,100167815,100167865,peak_244,20.94132509,-,100167815,100167865,0,1,50,0,AFF3,0,80,7.517478664,4.93E-07,4.97E-07
chr5,132269909,132272759,peak_245,905.5542789,-,132269909,132272759,0,2,"724,1","0,2849",AFF4,1466,7947,2.343161532,1.54E-274,2.52E-273
chr5,132232124,132232849,peak_246,676.5465343,-,132232124,132232849,0,1,725,0,AFF4,1437,6867,2.172133059,2.00E-205,2.18E-204
chr5,132216495,132219148,peak_247,396.8611205,-,132216495,132219148,0,2,"383,117","0,2536",AFF4,481,2997,2.621662752,5.85E-121,3.41E-120
chr16,90060186,90062835,peak_248,Inf,+,90060186,90062835,0,2,"1,151,735","0,914",AFG3L1P,1062,9122,2.878460522,0,0
chr18,12329092,12337374,peak_249,611.2562619,-,12329092,12337374,0,2,"690,35","0,8247",AFG3L2,693,4629,2.652684127,1.03E-185,9.85E-185
chr17,76203047,76203347,peak_250,124.7112407,+,76203047,76203347,0,1,300,0,AFMID,297,1326,2.008196111,1.24E-38,2.87E-38
chr2,64778668,64778718,peak_251,30.14890423,+,64778668,64778718,0,1,50,0,AFTPH,42,224,2.269339303,7.47E-10,8.40E-10
chr2,64778768,64779118,peak_252,107.4135229,+,64778768,64779118,0,1,350,0,AFTPH,110,715,2.700213788,2.20E-33,4.63E-33
chr2,64779143,64779643,peak_253,121.6621742,+,64779143,64779643,0,1,500,0,AFTPH,128,820,2.684374616,1.04E-37,2.38E-37
chr2,64779768,64780493,peak_254,322.7931365,+,64779768,64780493,0,1,725,0,AFTPH,216,1918,3.143983576,1.41E-98,6.75E-98
chr2,237032827,237033302,peak_255,279.635137,+,237032827,237033302,0,1,475,0,AGAP1,235,2138,2.863008625,1.57E-85,6.63E-85
chr2,237033577,237034602,peak_256,282.7429917,+,237033577,237034602,0,1,1025,0,AGAP1,274,1926,2.768284342,1.80E-86,7.69E-86
chr10,88730394,88730669,peak_257,68.99991654,+,88730394,88730669,0,1,275,0,AGAP11,79,604,2.477064767,1.03E-21,1.69E-21
chr10,88768477,88768627,peak_258,30.56199839,+,88768477,88768627,0,1,150,0,AGAP11,7,140,4.039890724,5.58E-10,6.31E-10
chr12,58121507,58122154,peak_259,147.5071308,-,58121507,58122154,0,3,"47,149,54","0,212,593",AGAP2,55,871,3.696498013,1.53E-45,3.94E-45
chr7,150819880,150819980,peak_260,32.9570754,+,150819880,150819980,0,1,100,0,AGAP3,68,371,1.923538133,1.03E-10,1.20E-10
chr7,150840902,150841477,peak_261,409.3853376,+,150840902,150841477,0,1,575,0,AGAP3,461,3572,2.576115263,9.64E-125,5.79E-124
chr10,51769012,51769187,peak_262,54.5039302,+,51769012,51769187,0,1,175,0,AGAP6,25,321,3.358643719,2.68E-17,3.91E-17
chr10,51769362,51769512,peak_263,28.83751431,+,51769362,51769512,0,1,150,0,AGAP6,17,171,2.954205318,1.89E-09,2.08E-09
chr10,51769662,51769837,peak_264,32.53760887,+,51769662,51769837,0,1,175,0,AGAP6,25,248,2.682208225,1.38E-10,1.60E-10
chr2,27278799,27278974,peak_265,106.8955602,+,27278799,27278974,0,1,175,0,AGBL5,473,1572,1.607209818,3.16E-33,6.63E-33
chr2,27293297,27293472,peak_266,120.8135067,+,27293297,27293472,0,1,175,0,AGBL5,451,1557,1.70196106,1.89E-37,4.28E-37
chr2,228418460,228419350,peak_267,89.73293966,+,228418460,228419350,0,2,"51,199","0,691",AGFG1,340,1158,1.71399565,5.13E-28,9.72E-28
chr5,76359000,76359125,peak_268,46.8813102,+,76359000,76359125,0,1,125,0,AGGF1,232,672,1.544578556,5.67E-15,7.71E-15
chr7,141352784,141353059,peak_269,90.55134862,+,141352784,141353059,0,1,275,0,AGK,176,937,2.153482147,2.89E-28,5.51E-28
chr1,100327948,100329985,peak_270,34.61238538,+,100327948,100329985,0,2,"31,44","0,1993",AGL,45,246,2.369110464,3.19E-11,3.81E-11
chr1,15899793,15900143,peak_271,65.11127569,-,15899793,15900143,0,1,350,0,AGMAT,91,479,2.402319449,1.57E-20,2.51E-20
chr9,139567644,139568194,peak_272,240.608363,-,139567644,139568194,0,1,550,0,AGPAT2,691,3531,1.816398661,1.00E-73,3.71E-73
chr21,45400975,45402691,peak_273,496.2657078,+,45400975,45402691,0,2,"93,507","0,1209",AGPAT3,457,3627,2.797698146,5.48E-151,4.07E-150
chr21,45403141,45403216,peak_274,39.59220056,+,45403141,45403216,0,1,75,0,AGPAT3,92,425,1.925638068,9.53E-13,1.21E-12
chr21,45404266,45404316,peak_275,33.73993409,+,45404266,45404316,0,1,50,0,AGPAT3,103,346,1.79912101,5.92E-11,6.97E-11
chr21,45406066,45406191,peak_276,36.09130232,+,45406066,45406191,0,1,125,0,AGPAT3,49,272,2.316400914,1.13E-11,1.37E-11
chr6,161557406,161560493,peak_277,75.85708049,-,161557406,161560493,0,2,"260,40","0,3047",AGPAT4,36,465,3.360607885,8.47E-24,1.46E-23
chr8,6612689,6615277,peak_278,328.324671,+,6612689,6615277,0,2,"6,594","0,1994",AGPAT5,442,2498,2.527717298,3.01E-100,1.46E-99
chr8,6615902,6616702,peak_279,437.7357913,+,6615902,6616702,0,1,800,0,AGPAT5,388,2841,2.870766301,2.64E-133,1.69E-132
chr8,41435756,41466980,peak_280,1008.112256,+,41435756,41466980,0,3,"41,1013,46","0,20054,31178",AGPAT6,551,6081,3.338687783,1.75E-305,3.37E-304
chr8,41478535,41479085,peak_281,177.1075449,+,41478535,41479085,0,1,550,0,AGPAT6,218,1678,2.464184708,1.66E-54,4.85E-54
chr1,990323,991298,peak_282,Inf,+,990323,991298,0,1,975,0,AGRN,1373,12602,2.678805636,0,0
chr9,88247715,88248215,peak_283,241.2502244,-,88247715,88248215,0,1,500,0,AGTPBP1,174,1462,3.056930942,6.40E-74,2.38E-73
chr1,11810248,11810498,peak_284,64.6161627,+,11810248,11810498,0,1,250,0,AGTRAP,266,1122,1.538343214,2.22E-20,3.54E-20
chr5,177658422,177658522,peak_285,28.7685206,-,177658422,177658522,0,1,100,0,AGXT2L2,141,511,1.387750694,1.99E-09,2.19E-09
chr1,247013925,247014675,peak_286,590.4348937,-,247013925,247014675,0,1,750,0,AHCTF1,422,3536,3.087542176,2.00E-179,1.83E-178
chr1,247007214,247013275,peak_287,243.3240446,-,247007214,247013275,0,2,"16,359","0,5702",AHCTF1,359,1954,2.408746689,1.51E-74,5.65E-74
chr7,129067124,129067249,peak_288,40.06066922,+,129067124,129067249,0,1,125,0,AHCYL2,56,328,2.325340189,6.86E-13,8.72E-13
chr1,27877524,27878349,peak_289,288.3829549,-,27877524,27878349,0,1,825,0,AHDC1,223,2399,2.885488366,3.56E-88,1.54E-87
chr1,27875099,27876524,peak_290,518.6769829,-,27875099,27876524,0,1,1425,0,AHDC1,374,4324,2.999462266,9.40E-158,7.29E-157
chr1,27874999,27875074,peak_291,25.25919854,-,27874999,27875074,0,1,75,0,AHDC1,30,216,2.277655744,2.37E-08,2.49E-08
chr1,27874449,27874774,peak_292,64.72486959,-,27874449,27874774,0,1,325,0,AHDC1,82,621,2.355711663,2.06E-20,3.28E-20
chr1,27861405,27874299,peak_293,97.6479881,-,27861405,27874299,0,2,"22,528","0,12366",AHDC1,125,968,2.398018198,2.02E-30,4.03E-30
chr11,62301000,62301525,peak_294,553.8203072,-,62301000,62301525,0,1,525,0,AHNAK,1119,6040,2.13372386,2.27E-168,1.92E-167
chr11,62300150,62300725,peak_295,471.7351438,-,62300150,62300725,0,1,575,0,AHNAK,716,4234,2.410188061,1.40E-143,9.85E-143
chr11,62299325,62299750,peak_296,292.6450378,-,62299325,62299750,0,1,425,0,AHNAK,1131,4167,1.805671741,1.83E-89,8.04E-89
chr11,62298750,62299075,peak_297,252.350511,-,62298750,62299075,0,1,325,0,AHNAK,807,3061,1.844863326,2.81E-77,1.08E-76
chr11,62296950,62297325,peak_298,444.593189,-,62296950,62297325,0,1,375,0,AHNAK,939,4391,2.139235786,2.24E-135,1.46E-134
chr11,62296375,62296825,peak_299,319.4346681,-,62296375,62296825,0,1,450,0,AHNAK,790,3545,2.067574989,1.46E-97,6.93E-97
chr11,62293400,62294775,peak_300,Inf,-,62293400,62294775,0,1,1375,0,AHNAK,2348,12802,2.357171898,0,0
chr11,62292725,62293200,peak_301,268.8144793,-,62292725,62293200,0,1,475,0,AHNAK,799,3217,1.866416399,2.94E-82,1.20E-81
chr11,62291825,62292325,peak_302,340.6388158,-,62291825,62292325,0,1,500,0,AHNAK,490,2776,2.446675682,5.68E-104,2.87E-103
chr11,62290425,62291700,peak_303,989.251457,-,62290425,62291700,0,1,1275,0,AHNAK,1767,9016,2.274587394,8.62E-300,1.61E-298
chr11,62289225,62289750,peak_304,323.2920062,-,62289225,62289750,0,1,525,0,AHNAK,688,3276,2.129413021,9.99E-99,4.78E-98
chr11,62287850,62289000,peak_305,Inf,-,62287850,62289000,0,1,1150,0,AHNAK,1340,8722,2.613311093,0,0
chr11,62285375,62287100,peak_306,Inf,-,62285375,62287100,0,1,1725,0,AHNAK,2099,12676,2.480624595,0,0
chr11,62284875,62285175,peak_307,116.5065269,-,62284875,62285175,0,1,300,0,AHNAK,308,1301,1.917117098,3.82E-36,8.47E-36
chr14,105420265,105421090,peak_308,488.3586122,-,105420265,105421090,0,1,825,0,AHNAK2,1787,8352,1.769552338,1.33E-148,9.76E-148
chr14,105419190,105419365,peak_309,42.39850691,-,105419190,105419365,0,1,175,0,AHNAK2,123,592,1.729254306,1.32E-13,1.72E-13
chr14,105418815,105419140,peak_310,90.63687576,-,105418815,105419140,0,1,325,0,AHNAK2,297,1392,1.709533357,2.72E-28,5.19E-28
chr14,105418690,105418740,peak_311,38.86495207,-,105418690,105418740,0,1,50,0,AHNAK2,131,577,1.710343685,1.59E-12,2.00E-12
chr14,105418565,105418665,peak_312,33.43409066,-,105418565,105418665,0,1,100,0,AHNAK2,129,546,1.54901355,7.34E-11,8.62E-11
chr14,105417240,105418490,peak_313,269.0308602,-,105417240,105418490,0,1,1250,0,AHNAK2,455,2996,2.215386861,2.53E-82,1.03E-81
chr14,105416865,105417190,peak_314,79.20437607,-,105416865,105417190,0,1,325,0,AHNAK2,303,1298,1.598860683,8.12E-25,1.44E-24
chr14,105416340,105416515,peak_315,39.04297736,-,105416340,105416515,0,1,175,0,AHNAK2,79,457,1.968881817,1.40E-12,1.77E-12
chr14,105415265,105416265,peak_316,244.408282,-,105415265,105416265,0,1,1000,0,AHNAK2,611,3403,1.987214917,7.10E-75,2.67E-74
chr14,105414815,105415240,peak_317,94.86442072,-,105414815,105415240,0,1,425,0,AHNAK2,266,1315,1.813779397,1.42E-29,2.77E-29
chr14,105414415,105414515,peak_318,39.57448654,-,105414415,105414515,0,1,100,0,AHNAK2,188,745,1.45974065,9.65E-13,1.22E-12
chr14,105414115,105414190,peak_319,31.04133215,-,105414115,105414190,0,1,75,0,AHNAK2,47,326,2.174204007,3.98E-10,4.53E-10
chr14,105413840,105413940,peak_320,41.37504972,-,105413840,105413940,0,1,100,0,AHNAK2,128,599,1.721939075,2.71E-13,3.51E-13
chr14,105413740,105413815,peak_321,34.62080191,-,105413740,105413815,0,1,75,0,AHNAK2,129,510,1.578862685,3.17E-11,3.79E-11
chr14,105413315,105413365,peak_322,24.90180826,-,105413315,105413365,0,1,50,0,AHNAK2,92,386,1.525752957,3.06E-08,3.19E-08
chr14,105412615,105413290,peak_323,133.6890544,-,105412615,105413290,0,1,675,0,AHNAK2,406,1951,1.769255385,2.35E-41,5.70E-41
chr14,105412390,105412565,peak_324,44.63086877,-,105412390,105412565,0,1,175,0,AHNAK2,114,574,1.816694746,2.76E-14,3.67E-14
chr14,105410865,105412265,peak_325,400.8858948,-,105410865,105412265,0,1,1400,0,AHNAK2,702,4516,2.183970802,3.57E-122,2.10E-121
chr14,105410065,105410690,peak_326,285.2000113,-,105410065,105410690,0,1,625,0,AHNAK2,653,3578,1.989409168,3.26E-87,1.40E-86
chr14,105409390,105409890,peak_327,135.215728,-,105409390,105409890,0,1,500,0,AHNAK2,426,2016,1.746933798,8.09E-42,1.98E-41
chr14,105407165,105409190,peak_328,Inf,-,105407165,105409190,0,1,2025,0,AHNAK2,1215,9844,2.723812714,0,0
chr14,105406515,105407065,peak_329,261.9367176,-,105406515,105407065,0,1,550,0,AHNAK2,499,2836,2.182813873,3.55E-80,1.41E-79
chr14,105406040,105406265,peak_330,64.05506269,-,105406040,105406265,0,1,225,0,AHNAK2,300,1069,1.598235409,3.29E-20,5.22E-20
chr14,105405515,105405965,peak_331,272.158314,-,105405515,105405965,0,1,450,0,AHNAK2,288,2024,2.673136161,2.87E-83,1.18E-82
chr14,105403715,105405415,peak_332,Inf,-,105403715,105405415,0,1,1700,0,AHNAK2,1763,10887,2.524786327,0,0
chr7,17375387,17382878,peak_333,852.0188019,+,17375387,17382878,0,3,"231,243,334","0,3222,7157",AHR,925,6473,2.803336983,2.18E-258,3.29E-257
chr5,432925,435255,peak_334,Inf,+,432925,435255,0,2,"1,371,288","0,1042",AHRR,1623,12117,2.401380324,0,0
chr5,435480,438155,peak_335,Inf,+,435480,438155,0,1,2675,0,AHRR,2405,20597,2.83901791,0,0
chr14,77935590,77935815,peak_336,202.5100036,+,77935590,77935815,0,1,225,0,AHSA1,671,2585,1.778655989,3.37E-62,1.09E-61
chr2,61404829,61405179,peak_337,62.12440676,+,61404829,61405179,0,1,350,0,AHSA2,116,719,2.072194885,1.28E-19,1.99E-19
chr2,61405604,61405804,peak_338,73.78460394,+,61405604,61405804,0,1,200,0,AHSA2,203,810,1.879164329,3.61E-23,6.15E-23
chr2,61405854,61406054,peak_339,64.95903714,+,61405854,61406054,0,1,200,0,AHSA2,205,772,1.771732149,1.75E-20,2.79E-20
chr1,222843029,222843522,peak_340,247.5366967,-,222843029,222843522,0,2,"302,48","0,445",AIDA,773,2792,1.874204132,8.03E-76,3.05E-75
chr10,71873697,71874022,peak_341,108.7151218,-,71873697,71874022,0,1,325,0,AIFM2,137,926,2.452153171,8.85E-34,1.88E-33
chr7,6062971,6063465,peak_342,429.257394,+,6062971,6063465,0,1,494,0,AIMP2,979,4573,2.158342972,9.57E-131,6.03E-130
chr14,23451630,23451680,peak_343,18.54440537,-,23451630,23451680,0,1,50,0,AJUBA,75,306,1.427511785,2.61E-06,2.62E-06
chr14,23451230,23451280,peak_344,21.98169264,-,23451230,23451280,0,1,50,0,AJUBA,61,290,1.646357366,2.38E-07,2.41E-07
chr14,23450555,23450755,peak_345,45.79317545,-,23450555,23450755,0,1,200,0,AJUBA,204,821,1.469301809,1.22E-14,1.64E-14
chr14,23450480,23450530,peak_346,26.70497431,-,23450480,23450530,0,1,50,0,AJUBA,101,430,1.506810182,8.55E-09,9.14E-09
chr14,23442334,23443287,peak_347,253.179397,-,23442334,23443287,0,2,"443,32","0,921",AJUBA,437,2471,2.254335834,1.58E-77,6.10E-77
chr9,130630033,130630208,peak_348,87.01665935,-,130630033,130630208,0,1,175,0,AK1,381,1558,1.544631004,3.42E-27,6.39E-27
chr1,33497192,33502512,peak_349,70.24266007,-,33497192,33502512,0,2,"70,176","0,5144",AK2,281,1095,1.592697055,4.30E-22,7.16E-22
chr1,33478681,33478756,peak_350,176.6557429,-,33478681,33478756,0,1,75,0,AK2,587,2083,1.798479679,2.27E-54,6.63E-54
chr1,33474115,33474290,peak_351,43.7659718,-,33474115,33474290,0,1,175,0,AK2,42,295,2.637818182,5.06E-14,6.69E-14
chr1,33473665,33474090,peak_352,99.6053584,-,33473665,33474090,0,1,425,0,AK2,63,591,3.132019117,5.14E-31,1.04E-30
chr17,55182973,55183648,peak_353,315.6137372,+,55182973,55183648,0,1,675,0,AKAP1,1272,5103,1.646594889,2.08E-96,9.79E-96
chr17,55183948,55187494,peak_354,781.2660354,+,55183948,55187494,0,2,"591,109","0,3437",AKAP1,915,7056,2.581688621,4.89E-237,6.54E-236
chr17,55197671,55198121,peak_355,159.0386089,+,55197671,55198121,0,1,450,0,AKAP1,333,1492,2.112282278,4.90E-49,1.33E-48
chr17,19850766,19866317,peak_356,620.6161272,-,19850766,19866317,0,3,"52,558,165","0,10560,15386",AKAP10,629,4344,2.740541259,1.55E-188,1.50E-187
chr13,42872842,42874182,peak_357,225.5586537,+,42872842,42874182,0,2,"91,684","0,656",AKAP11,318,1779,2.46778108,3.59E-69,1.26E-68
chr13,42874357,42874532,peak_358,35.02710488,+,42874357,42874532,0,1,175,0,AKAP11,46,236,2.441610823,2.38E-11,2.86E-11
chr13,42875457,42876357,peak_359,298.3121604,+,42875457,42876357,0,1,900,0,AKAP11,296,2000,2.768077244,3.53E-91,1.58E-90
chr13,42876957,42877307,peak_360,140.4637645,+,42876957,42877307,0,1,350,0,AKAP11,282,1314,2.236895486,2.08E-43,5.20E-43
chr13,42877332,42877807,peak_361,275.1488163,+,42877332,42877807,0,1,475,0,AKAP11,314,2033,2.652875141,3.57E-84,1.49E-83
chr6,151669906,151670106,peak_362,54.78270104,+,151669906,151670106,0,1,200,0,AKAP12,173,640,1.789984095,2.21E-17,3.23E-17
chr6,151673006,151673281,peak_363,116.6512095,+,151673006,151673281,0,1,275,0,AKAP12,260,1193,2.074800258,3.45E-36,7.66E-36
chr6,151673306,151673431,peak_364,74.59690964,+,151673306,151673431,0,1,125,0,AKAP12,179,802,2.089896188,2.05E-23,3.50E-23
chr6,151674081,151674406,peak_365,92.76729026,+,151674081,151674406,0,1,325,0,AKAP12,253,1036,1.944282709,6.14E-29,1.19E-28
chr6,151674556,151677105,peak_366,182.5171815,+,151674556,151677105,0,2,"331,244","0,2305",AKAP12,404,1803,2.099272078,3.82E-56,1.14E-55
chr15,86118554,86122904,peak_367,382.3902766,+,86118554,86122904,0,2,"6,744","0,3606",AKAP13,365,2701,2.778891711,1.38E-116,7.75E-116
chr15,86123104,86124404,peak_368,510.1285919,+,86123104,86124404,0,1,1300,0,AKAP13,835,4611,2.367690524,3.59E-155,2.73E-154
chr15,86124679,86124754,peak_369,32.53505382,+,86124679,86124754,0,1,75,0,AKAP13,101,382,1.714718626,1.39E-10,1.61E-10
